y,m,n,g,k,u
0.8,2025-11-28,消防安全設備審核認可審查費及證書費收費標準,行政＞內政部＞消防目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120042
0.8,2025-12-15,環境部提供空氣品質監測儀器校驗服務規費收費標準,行政＞環境部＞監測資訊目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020087
0.8,2025-11-28,原住民族委員會原住民族文化發展中心場地設施使用規費收費標準,行政＞原住民族委員會＞文化園區目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0130026
0.8,2025-12-12,考選部國家考場大樓地下停車場收費標準,考試＞考選部＞組織目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=R0010006
0.8,2025-12-23,華山文化創意產業園區北側綠地場地使用收費標準,行政＞文化部＞文創產業目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170108
0.8,2025-12-26,勞動部受理外國專業人才延攬及僱用法申請案件收費標準,行政＞勞動部＞就業服務目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0090052
0.8,2025-11-21,卷宗及證物開示及收費規則,行政＞法務部,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0030059
0.8,2025-12-11,申請再生醫療及刊播廣告審查費收費標準,行政＞衛生福利部＞醫事目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0020257
0.8,2025-12-12,獸醫師（佐）證書與執業執照及獸醫診療機構開業執照收費標準,行政＞農業部＞動植物防檢疫目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0130051
0.8,2025-12-26,再生醫療細胞操作及細胞保存庫設置許可收費標準,行政＞衛生福利部＞食品藥物管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0020258
0.7,2025-12-31,就業服務法申請案件審查費及證照費收費標準,行政＞勞動部＞就業服務目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0090030
0.7,2026-01-21,國立臺南生活美學館場地使用規費收費標準,行政＞文化部＞建設目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0020062
0.7,2025-12-30,商業登記規費收費準則,行政＞經濟部＞商業目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0080046
0.7,2025-12-29,臺北警光會館使用規費收費標準,行政＞內政部＞警政目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080178
0.7,2026-01-27,食品及相關產品輸入查驗規費收費標準,行政＞衛生福利部＞食品藥物管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0040091
0.7,2025-12-30,國立臺灣工藝研究發展中心材料分析與技術諮詢收費標準,行政＞教育部＞終身教育目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170093
0.7,2026-01-02,陽明山國家公園土地使用證明規費收費標準,行政＞內政部＞國家公園目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070275
0.7,2025-12-29,再生醫療製劑審查費收費標準,行政＞衛生福利部＞食品藥物管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0030149
0.6,2026-03-03,科技產業園區管理費規費及服務費收費標準,行政＞經濟部＞園區管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0050019
0.6,2026-02-03,環境用藥各項許可申請及檢驗收費標準,行政＞環境部＞化學物質管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060008
0.6,2026-02-06,國立臺東生活美學館規費收費標準,行政＞文化部＞建設目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0020059
0.6,2026-03-04,消防機具器材及設備登錄機構規費收費標準,行政＞內政部＞消防目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120052
0.5,2026-03-20,檢驗測定許可申請收費標準,行政＞環境部＞國家環境研究目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0070003
0.5,2026-03-13,農業科技園區管理費服務費及必要費用收費標準,行政＞農業部＞農業科技園區目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0080002
0.5,2026-03-25,國立公共資訊圖書館規費收費標準,行政＞文化部＞建設目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170060
0.5,2026-03-19,僑務委員會核發華僑身分證明書規費收費標準,行政＞僑務委員會＞僑民權益目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040023
0.5,2026-03-24,消防機具器材及設備登錄認定機構規費收費標準,行政＞內政部＞消防目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120065
0.5,2026-03-23,國防醫學大學博士班及碩士班入學招生考試規費收費標準,行政＞國防部＞醫務目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0130004
0.5,2026-04-08,臺灣人體生物資料庫資料及檢體使用收費標準,總統＞總統府＞中央研究院目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0020201
0.4,2026-04-15,全民健康保險保險人對外提供資料收費標準,行政＞衛生福利部＞中央健康保險目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0060022
0.4,2026-04-29,醫療廢棄物再利用許可審查收費標準,行政＞衛生福利部＞醫事目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0020259
0.3,2026-05-29,公路證照及監理規費收費辦法,行政＞交通部＞公路目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0040011
0.3,2026-06-23,程序監理人選任及酬金支給辦法,司法＞院本部＞少年及家事目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=B0010053
0.3,2026-06-22,環境部環境保護產品證書規費收費標準,行政＞環境部＞綜合規劃目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0010014
0.3,2026-06-09,農業部農業藥物試驗所技術服務收費標準,行政＞農業部＞農業試驗改良目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0140041
0.3,2026-06-01,非都市土地海域用地區位許可案件審查費收費標準,行政＞內政部＞國土管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060142
0.3,2026-06-04,運動部及所屬機關提供政府資訊收費標準,行政＞運動部＞秘書目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0120102
0.3,2026-06-23,友善海洋標章規費收費標準,行政＞海洋委員會＞海洋資源目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090090
0.2,2026-07-13,商品檢驗規費收費辦法,行政＞經濟部＞標準檢驗目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0100023
0.2,2026-07-29,原住民族委員會原住民族文化發展中心門票及停車清潔費收費標準,行政＞原住民族委員會＞文化園區目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0130027
0.2,2026-07-21,交通部公路局工程材料技術所試驗收費標準,行政＞交通部＞處務目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0010137
0.2,2026-07-21,國家發展委員會檔案管理局電子檔案技術服務收費標準,行政＞國家發展委員會＞通用目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0020185
0.2,2026-07-30,教育部對外華語教學能力認證考試規費收費標準,行政＞教育部＞國際及兩岸事務目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0110010
0.1,2026-08-27,使用國營航空站助航設備及相關設施收費標準,行政＞交通部＞航空目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0090019
0.1,2026-08-05,出境航空旅客機場服務費收費及作業辦法,行政＞交通部＞觀光目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0110005
0.1,2026-08-11,核子反應器設施管制收費標準,行政＞核能安全委員會＞原子能目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160033
0.1,2026-08-11,廣播電視出版及電影業務行政規費收費標準,行政＞文化部＞建設目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=P0050032
0.1,2026-08-31,農業部茶及飲料作物改良場受託辦理茶葉感官鑑識收費標準,行政＞農業部＞農業試驗改良目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0010034
0.1,2026-08-14,出流管制計畫書與規劃書審查收費標準,行政＞經濟部＞水利目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110109
0.1,2026-09-01,碳費收費辦法,行政＞環境部＞氣候變遷目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020139
0.1,2026-08-10,彰濱產業園區崙尾土方暫置區收費標準,行政＞內政部＞國土管理目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070322
0.1,2026-08-21,樹木保護專業人員培訓考選認證規費收費標準,行政＞農業部＞林業及自然保育目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0040051
0.1,2026-08-31,大陸地區大學學歷甄試收費標準,行政＞教育部＞高等教育目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0030070
0.0,2026-09-08,國家圖書館規費收費標準,行政＞教育部＞終身教育目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0020057
0.0,2026-09-15,動物用藥品許可查驗規費收費標準,行政＞農業部＞動植物防檢疫目,命令,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0130025
